iteration = 1 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [-1.2052631146439132, 1.0, 1.0, 1.0, 1.0, 0.0, 30903.950230821636, 27600.304834445076, 38665.718873005047, 1.0]
iteration = 147 , objective = 0.000293025722815, inputs = [0.23805447303371113, 1.504490350344332, 1.2688207758907664, 1.0548926021334248, 1.0, 1.0, 0.9993907289500252, 0.9981627664726807, 0.998162766472681], constraints = [-0.081680082574500601, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329805301, 12053.153343354095, 14814.203103939948, 1.0]
iteration = 148 , objective = 0.000292886833926, inputs = [0.23805447303371113, 1.504490350344332, 1.2688207758907664, 1.054392602133425, 1.0005, 1.0, 0.9993907289500252, 0.9981627664726807, 0.998162766472681], constraints = [-0.081718432470134564, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329805301, 12053.153343354095, 14814.203103939948, 1.0]
iteration = 149 , objective = 0.000292886833926, inputs = [0.23805447303371113, 1.504490350344332, 1.2688207758907664, 1.054392602133425, 1.0, 1.0005, 0.9993907289500252, 0.9981627664726807, 0.998162766472681], constraints = [-0.081718432470134564, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329805301, 12053.153343354095, 14814.203103939948, 1.0]
iteration = 150 , objective = 0.000292886833926, inputs = [0.23805447303371113, 1.504490350344332, 1.2688207758907664, 1.054392602133425, 1.0, 1.0, 0.9998907289500252, 0.9981627664726807, 0.998162766472681], constraints = [-0.081718867864786368, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329805301, 12053.153343354095, 14814.203103939948, 1.0]
iteration = 151 , objective = 0.000292886833926, inputs = [0.23805447303371113, 1.504490350344332, 1.2688207758907664, 1.054392602133425, 1.0, 1.0, 0.9993907289500252, 0.9986627664726806, 0.998162766472681], constraints = [-0.081719723784770978, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329805301, 12053.153343354095, 14814.203103939948, 1.0]
iteration = 152 , objective = 0.000292886833926, inputs = [0.23805447303371113, 1.504490350344332, 1.2688207758907664, 1.054392602133425, 1.0, 1.0, 0.9993907289500252, 0.9981627664726807, 0.9986627664726808], constraints = [-0.081719723784770978, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329805301, 12053.153343354095, 14814.203103939948, 1.0]
iteration = 153 , objective = 0.000292675338245, inputs = [0.2381664757516116, 1.5047112797269984, 1.2689587731787202, 1.0536312176825662, 1.0, 1.0, 0.9993968788846108, 0.9981793795359826, 0.9981793795359828], constraints = [-0.090075217756452872, 2.0, -1.0, 2.0, -1.0, 0.0, 11831.726114479534, 13663.905397331273, 27930.258776050185, 1.0]
iteration = 154 , objective = 0.000292865684358, inputs = [0.23806567330550119, 1.504512443282599, 1.2688345756195618, 1.054316463688339, 1.0, 1.0, 0.999391343943484, 0.9981644277790108, 0.9981644277790109], constraints = [-0.083671830739650316, 1.0, -1.0, 1.0, -1.0, 0.0, 11825.574753981697, 12677.871117062048, 14825.064562307305, 1.0]
iteration = 155 , objective = 0.000292884718969, inputs = [0.23805559306089014, 1.504492559638159, 1.2688221558636459, 1.0543849882889162, 1.0, 1.0, 0.9993907904493711, 0.9981629326033136, 0.9981629326033139], constraints = [-0.085802598600384639, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.959671680032, 13382.301791682941, 22917.197724507052, 1.0]
iteration = 156 , objective = 0.00029288662243, inputs = [0.23805458503642904, 1.5044905712737149, 1.2688209138880544, 1.054391840748974, 1.0, 1.0, 0.9993907350999598, 0.9981627830857439, 0.9981627830857442], constraints = [-0.082663851013904666, -1.0, -1.0, -1.0, -1.0, 0.0, 11824.898163987349, 0.0, 17481.956575824381, 1.0]
iteration = 157 , objective = 0.000292886812776, inputs = [0.23805448423398295, 1.5044903724372707, 1.268820789690495, 1.0543925259949798, 1.0, 1.0, 0.9993907295650187, 0.998162768133987, 0.9981627681339872], constraints = [-0.085863812325224331, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.892013223454, 12521.974098215767, 14790.362873838971, 1.0]
iteration = 158 , objective = 0.000292886831811, inputs = [0.23805447415373832, 1.5044903525536262, 1.2688207772707392, 1.0543925945195805, 1.0, 1.0, 0.9993907290115246, 0.9981627666388113, 0.9981627666388115], constraints = [-0.084227593297104927, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891398147118, 6345.6022873233551, 14920.488664578093, 1.0]
iteration = 159 , objective = 0.000292886833714, inputs = [0.23805447314571382, 1.5044903505652616, 1.2688207760287638, 1.0543926013720404, 1.0, 1.0, 0.9993907289561752, 0.9981627664892937, 0.9981627664892939], constraints = [-0.083666452308627348, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891336639485, 12369.922052086895, 14929.169565283208, 1.0]
iteration = 160 , objective = 0.000292886833905, inputs = [0.2380544730449114, 1.504490350366425, 1.268820775904566, 1.0543926020572865, 1.0, 1.0, 0.9993907289506402, 0.998162766474342, 0.9981627664743422], constraints = [-0.0858224564138379, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891330488721, 11716.330472379001, 14884.066341835138, 1.0]
iteration = 161 , objective = 0.000292886833924, inputs = [0.23805447303483115, 1.5044903503465417, 1.2688207758921464, 1.054392602125811, 1.0, 1.0, 0.9993907289500867, 0.9981627664728467, 0.998162766472847], constraints = [-0.084003077583597915, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329873648, 13169.754118315435, 14995.221427847098, 1.0]
iteration = 162 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349447557712354, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 163 , objective = 0.000292886833926, inputs = [0.23855447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.08870624480946325, 2.0, 2.0, 2.0, 2.0, 0.0, 11849.650860528976, 13459.266025682118, 27971.468452095465, 1.0]
iteration = 164 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.5049903503445532, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.087724970394420676, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 11227.312902246264, 14921.743303091811, 1.0]
iteration = 165 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2693207758909042, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.086181833940354946, 1.0, -1.0, 1.0, -1.0, 0.0, 11829.557769506062, 12184.599377861345, 15272.465451634007, 1.0]
iteration = 166 , objective = 0.000293025722815, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0548926021326634, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.08131110633263032, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 167 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0005, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349447557712354, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 168 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0005, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349447557712354, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 169 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9998907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349914547222305, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 170 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9986627664726972, 0.9981627664726975], constraints = [-0.081350739015431439, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 171 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9986627664726976], constraints = [-0.081350739015431439, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 172 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349447557712354, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 173 , objective = 0.000292886833926, inputs = [0.23855447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.08870624480946325, 2.0, 2.0, 2.0, 2.0, 0.0, 11849.650860528976, 13459.266025682118, 27971.468452095465, 1.0]
iteration = 174 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.5049903503445532, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.087724970394420676, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 11227.312902246264, 14921.743303091811, 1.0]
iteration = 175 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2693207758909042, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.086181833940354946, 1.0, -1.0, 1.0, -1.0, 0.0, 11829.557769506062, 12184.599377861345, 15272.465451634007, 1.0]
iteration = 176 , objective = 0.000293025722815, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0548926021326634, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.08131110633263032, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 177 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0005, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349447557712354, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 178 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0005, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349447557712354, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 179 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9998907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349914547222305, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 180 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9986627664726972, 0.9981627664726975], constraints = [-0.081350739015431439, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 181 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9986627664726976], constraints = [-0.081350739015431439, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 182 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349447557712354, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 183 , objective = 0.000292886833926, inputs = [0.23855447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.08870624480946325, 2.0, 2.0, 2.0, 2.0, 0.0, 11849.650860528976, 13459.266025682118, 27971.468452095465, 1.0]
iteration = 184 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.5049903503445532, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.087724970394420676, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 11227.312902246264, 14921.743303091811, 1.0]
iteration = 185 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2693207758909042, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.086181833940354946, 1.0, -1.0, 1.0, -1.0, 0.0, 11829.557769506062, 12184.599377861345, 15272.465451634007, 1.0]
iteration = 186 , objective = 0.000293025722815, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0548926021326634, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.08131110633263032, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 187 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0005, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349447557712354, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 188 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0005, 0.9993907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349447557712354, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 189 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9998907289500313, 0.9981627664726972, 0.9981627664726975], constraints = [-0.081349914547222305, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 190 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9986627664726972, 0.9981627664726975], constraints = [-0.081350739015431439, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 191 , objective = 0.000292886833926, inputs = [0.23805447303382313, 1.504490350344553, 1.2688207758909043, 1.0543926021326635, 1.0, 1.0, 0.9993907289500313, 0.9981627664726972, 0.9986627664726976], constraints = [-0.081350739015431439, 1.0, -1.0, 1.0, -1.0, 0.0, 11824.891329812135, 13262.506420740861, 15920.186529345774, 1.0]
iteration = 192 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484332425312759, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 193 , objective = 0.000287127428462, inputs = [0.23870447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.073935022590605554, 1.0, -1.0, 1.0, -1.0, 0.0, 11656.446802086435, 12811.194856638902, 14819.424109676704, 1.0]
iteration = 194 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5036425957110011, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.088941963243982028, 1.0, -1.0, 1.0, -1.0, 0.0, 11632.105629977448, 13850.61093509157, 14961.790724196626, 1.0]
iteration = 195 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247881674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.089304200337455966, 1.0, 2.0, 1.0, 2.0, 0.0, 11636.77497395303, 9316.7171272591495, 14793.158203669271, 1.0]
iteration = 196 , objective = 0.000287266317351, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0341587424642857, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091446015540142658, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 197 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0005, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484332425312759, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 198 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0005, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484332425312759, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 199 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 1.000096617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484769548407091, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 200 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9993292325741818, 0.998829232574182], constraints = [-0.091485623261901489, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 201 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.9993292325741819], constraints = [-0.091485623261901489, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 202 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484332425312759, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 203 , objective = 0.000287127428462, inputs = [0.23870447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.073935022590605554, 1.0, -1.0, 1.0, -1.0, 0.0, 11656.446802086435, 12811.194856638902, 14819.424109676704, 1.0]
iteration = 204 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5036425957110011, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.088941963243982028, 1.0, -1.0, 1.0, -1.0, 0.0, 11632.105629977448, 13850.61093509157, 14961.790724196626, 1.0]
iteration = 205 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247881674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.089304200337455966, 1.0, 2.0, 1.0, 2.0, 0.0, 11636.77497395303, 9316.7171272591495, 14793.158203669271, 1.0]
iteration = 206 , objective = 0.000287266317351, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0341587424642857, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091446015540142658, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 207 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0005, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484332425312759, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 208 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0005, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484332425312759, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 209 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 1.000096617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484769548407091, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 210 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9993292325741818, 0.998829232574182], constraints = [-0.091485623261901489, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 211 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.9993292325741819], constraints = [-0.091485623261901489, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 212 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484332425312759, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 213 , objective = 0.000287127428462, inputs = [0.23870447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.073935022590605554, 1.0, -1.0, 1.0, -1.0, 0.0, 11656.446802086435, 12811.194856638902, 14819.424109676704, 1.0]
iteration = 214 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5036425957110011, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.088941963243982028, 1.0, -1.0, 1.0, -1.0, 0.0, 11632.105629977448, 13850.61093509157, 14961.790724196626, 1.0]
iteration = 215 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247881674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.089304200337455966, 1.0, 2.0, 1.0, 2.0, 0.0, 11636.77497395303, 9316.7171272591495, 14793.158203669271, 1.0]
iteration = 216 , objective = 0.000287266317351, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0341587424642857, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091446015540142658, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 217 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0005, 1.0, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484332425312759, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 218 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0005, 0.999596617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484332425312759, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 219 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 1.000096617354287, 0.9988292325741818, 0.998829232574182], constraints = [-0.091484769548407091, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 220 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9993292325741818, 0.998829232574182], constraints = [-0.091485623261901489, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 221 , objective = 0.000287127428462, inputs = [0.23820447303382297, 1.5031425957110014, 1.247381674338966, 1.0336587424642858, 1.0, 1.0, 0.999596617354287, 0.9988292325741818, 0.9993292325741819], constraints = [-0.091485623261901489, 1.0, 2.0, 1.0, 2.0, 0.0, 11632.105629977448, 13844.982818629174, 14855.765374632834, 1.0]
iteration = 222 , objective = 0.000278425791933, inputs = [0.24114975301249286, 1.5005473157325622, 1.248234791217555, 1.0023328509593072, 1.0, 1.0, 1.0004210203128736, 1.0013630051357594, 1.0013630051357558], constraints = [-0.087847108826626705, 1.0, -1.0, 1.0, -1.0, 0.0, 11783.553819824341, 12576.6660321039, 18802.455154349398, 1.0]
iteration = 223 , objective = 0.000286257264809, inputs = [0.23849900103168997, 1.5028830677131575, 1.247466986026825, 1.030526153313788, 1.0, 1.0, 0.9996790576501456, 0.9990826098303396, 0.9990826098303394], constraints = [-0.076924742936954768, 1.0, 1.0, 1.0, 1.0, 0.0, 10922.071565838751, 11889.843768593795, 14780.41042979594, 1.0]
iteration = 224 , objective = 0.000286257264809, inputs = [0.23899900103168997, 1.5028830677131575, 1.247466986026825, 1.030526153313788, 1.0, 1.0, 0.9996790576501456, 0.9990826098303396, 0.9990826098303394], constraints = [-0.08753750994887291, 2.0, 2.0, 2.0, 2.0, 0.0, 11671.584460044687, 2852.7914345244103, 27993.424621914866, 1.0]
iteration = 225 , objective = 0.000286257264809, inputs = [0.23849900103168997, 1.5033830677131574, 1.247466986026825, 1.030526153313788, 1.0, 1.0, 0.9996790576501456, 0.9990826098303396, 0.9990826098303394], constraints = [-0.078024733696776996, 1.0, 1.0, 1.0, 1.0, 0.0, 10963.291571589954, 10320.420319332325, 14852.58295064396, 1.0]
