iteration = 1 , objective = -1.0, inputs = [0.9893617021276596, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [0.9893617021276596, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [0.9893617021276596, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 10 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 10 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -1.0, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.00000001977, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -6.44197864426, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 2 , objective = -1.0000000205, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 3 , objective = -1.30759954108, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 4 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 5 , objective = -1.0000000205, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 6 , objective = -1.30759954108, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 7 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 8 , objective = -1.0000000205, inputs = [1.0000000149011612, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 9 , objective = -1.30759954108, inputs = [1.0, 1.0000000149011612], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 10 , objective = -7.89542927211, inputs = [1.0, 1.0], constraints = [1.0, 1.0, 1.0, 1.0]
iteration = 1 , objective = -0.615005381598, inputs = [1.0, 1.0, 1.0, 1.0], constraints = [1.0]
iteration = 1737 , objective = -0.0785832570112, inputs = [1.0008002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1738 , objective = -0.0785569776755, inputs = [1.0003002684092965, 1.0175529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1739 , objective = -0.0785310816241, inputs = [1.0003002684092965, 1.0170529025167225, 0.9912788145526926, 0.9870764608633293], constraints = [-1.0]
iteration = 1740 , objective = -0.0785420949335, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9875764608633293], constraints = [-1.0]
iteration = 1741 , objective = -0.0841925226347, inputs = [1.0003001860407483, 1.0170528276226323, 0.9907789143452796, 0.9870764422653411], constraints = [-1.0]
iteration = 1742 , objective = -0.0785310803357, inputs = [1.0003002601724418, 1.0170528950273134, 0.9907788245319514, 0.9870764590035306], constraints = [-1.0]
iteration = 1743 , objective = -0.100442880898, inputs = [1.000300267585611, 1.0170529017677816, 0.9907788155506185, 0.9870764606773496], constraints = [-1.0]
iteration = 1744 , objective = -0.0785310816112, inputs = [1.000300268326928, 1.0170529024418284, 0.9907788146524853, 0.9870764608447314], constraints = [-1.0]
iteration = 1745 , objective = -0.0785310816228, inputs = [1.0003002684010598, 1.0170529025092332, 0.9907788145626719, 0.9870764608614696], constraints = [-1.0]
iteration = 1746 , objective = -0.078531081624, inputs = [1.0003002684084727, 1.0170529025159736, 0.9907788145536905, 0.9870764608631435], constraints = [-1.0]
iteration = 1747 , objective = -0.724347384337, inputs = [1.0003002684092142, 1.0170529025166477, 0.9907788145527924, 0.9870764608633108], constraints = [-1.0]
iteration = 1748 , objective = -0.0785310816241, inputs = [1.0003002684092883, 1.017052902516715, 0.9907788145527027, 0.9870764608633276], constraints = [-1.0]
iteration = 1749 , objective = -0.0785310816241, inputs = [1.0003002684092956, 1.0170529025167219, 0.9907788145526936, 0.9870764608633292], constraints = [-1.0]
iteration = 1750 , objective = -0.712483734201, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526929, 0.9870764608633293], constraints = [-1.0]
iteration = 1751 , objective = -0.735755784348, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1752 , objective = -0.0785832570112, inputs = [1.0008002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1753 , objective = -0.0785569776755, inputs = [1.0003002684092965, 1.0175529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1754 , objective = -0.0785310816241, inputs = [1.0003002684092965, 1.0170529025167225, 0.9912788145526926, 0.9870764608633293], constraints = [-1.0]
iteration = 1755 , objective = -0.0785420949335, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9875764608633293], constraints = [-1.0]
iteration = 1756 , objective = -0.735755784348, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1757 , objective = -0.0785832570112, inputs = [1.0008002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1758 , objective = -0.0785569776755, inputs = [1.0003002684092965, 1.0175529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1759 , objective = -0.0785310816241, inputs = [1.0003002684092965, 1.0170529025167225, 0.9912788145526926, 0.9870764608633293], constraints = [-1.0]
iteration = 1760 , objective = -0.0785420949335, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9875764608633293], constraints = [-1.0]
iteration = 1761 , objective = -0.735755784348, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1762 , objective = -0.0785832570112, inputs = [1.0008002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1763 , objective = -0.0785569776755, inputs = [1.0003002684092965, 1.0175529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1764 , objective = -0.0785310816241, inputs = [1.0003002684092965, 1.0170529025167225, 0.9912788145526926, 0.9870764608633293], constraints = [-1.0]
iteration = 1765 , objective = -0.0785420949335, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9875764608633293], constraints = [-1.0]
iteration = 1766 , objective = -0.0785310172033, inputs = [1.0002998565665557, 1.017052528046271, 0.9907793135156275, 0.9870763678733877], constraints = [-1.0]
iteration = 1767 , objective = -0.078531075182, inputs = [1.0003002272250225, 1.0170528650696773, 0.9907788644489862, 0.9870764515643353], constraints = [-1.0]
iteration = 1768 , objective = -0.0785310809799, inputs = [1.0003002642908692, 1.017052898772018, 0.9907788195423222, 0.9870764599334301], constraints = [-1.0]
iteration = 1769 , objective = -0.0785310815597, inputs = [1.0003002679974538, 1.017052902142252, 0.9907788150516555, 0.9870764607703395], constraints = [-1.0]
iteration = 1770 , objective = -0.0785310816177, inputs = [1.0003002683681124, 1.0170529024792756, 0.9907788146025891, 0.9870764608540304], constraints = [-1.0]
iteration = 1771 , objective = -0.0785310816235, inputs = [1.000300268405178, 1.0170529025129778, 0.9907788145576824, 0.9870764608623995], constraints = [-1.0]
iteration = 1772 , objective = -0.0785310816241, inputs = [1.0003002684088846, 1.0170529025163482, 0.9907788145531915, 0.9870764608632364], constraints = [-1.0]
iteration = 1773 , objective = -0.148768695101, inputs = [1.0003002684092555, 1.017052902516685, 0.9907788145527424, 0.9870764608633201], constraints = [-1.0]
iteration = 1774 , objective = -0.631907536336, inputs = [1.0003002684092923, 1.0170529025167188, 0.9907788145526977, 0.9870764608633286], constraints = [-1.0]
iteration = 1775 , objective = -0.0785310816241, inputs = [1.000300268409296, 1.017052902516722, 0.990778814552693, 0.9870764608633293], constraints = [-1.0]
iteration = 1776 , objective = -0.735755784348, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1777 , objective = -0.0785832570112, inputs = [1.0008002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1778 , objective = -0.0785569776755, inputs = [1.0003002684092965, 1.0175529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1779 , objective = -0.0785310816241, inputs = [1.0003002684092965, 1.0170529025167225, 0.9912788145526926, 0.9870764608633293], constraints = [-1.0]
iteration = 1780 , objective = -0.0785420949335, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9875764608633293], constraints = [-1.0]
iteration = 1781 , objective = -0.735755784348, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1782 , objective = -0.0785832570112, inputs = [1.0008002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1783 , objective = -0.0785569776755, inputs = [1.0003002684092965, 1.0175529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1784 , objective = -0.0785310816241, inputs = [1.0003002684092965, 1.0170529025167225, 0.9912788145526926, 0.9870764608633293], constraints = [-1.0]
iteration = 1785 , objective = -0.0785420949335, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9875764608633293], constraints = [-1.0]
iteration = 1786 , objective = -0.735755784348, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1787 , objective = -0.0785832570112, inputs = [1.0008002684092965, 1.0170529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1788 , objective = -0.0785569776755, inputs = [1.0003002684092965, 1.0175529025167225, 0.9907788145526927, 0.9870764608633293], constraints = [-1.0]
iteration = 1789 , objective = -0.0785310816241, inputs = [1.0003002684092965, 1.0170529025167225, 0.9912788145526926, 0.9870764608633293], constraints = [-1.0]
iteration = 1790 , objective = -0.0785420949335, inputs = [1.0003002684092965, 1.0170529025167225, 0.9907788145526927, 0.9875764608633293], constraints = [-1.0]
iteration = 1791 , objective = -0.0785307595202, inputs = [1.0002982091955923, 1.017051030164465, 0.9907813093673672, 0.9870759959136206], constraints = [-1.0]
iteration = 1792 , objective = -0.0785310494137, inputs = [1.0003000624879261, 1.0170527152814968, 0.9907790640341602, 0.9870764143683586], constraints = [-1.0]
iteration = 1793 , objective = -0.0785310784031, inputs = [1.0003002478171594, 1.0170528837932, 0.9907788395008393, 0.9870764562138323], constraints = [-1.0]
iteration = 1794 , objective = -0.078531081302, inputs = [1.0003002663500828, 1.0170529006443703, 0.9907788170475074, 0.9870764603983797], constraints = [-1.0]
iteration = 1795 , objective = -0.0785310815919, inputs = [1.0003002682033753, 1.0170529023294874, 0.990778814802174, 0.9870764608168345], constraints = [-1.0]
iteration = 1796 , objective = -0.0785310816209, inputs = [1.0003002683887043, 1.017052902497999, 0.9907788145776408, 0.98707646085868], constraints = [-1.0]
iteration = 1797 , objective = -0.0785310816238, inputs = [1.0003002684072373, 1.0170529025148503, 0.9907788145551876, 0.9870764608628645], constraints = [-1.0]
iteration = 1798 , objective = -0.708644801308, inputs = [1.0003002684090907, 1.0170529025165354, 0.9907788145529421, 0.9870764608632829], constraints = [-1.0]
iteration = 1799 , objective = -0.0785310816241, inputs = [1.0003002684092759, 1.0170529025167039, 0.9907788145527177, 0.9870764608633248], constraints = [-1.0]
iteration = 1800 , objective = -0.0785310816241, inputs = [1.0003002684092945, 1.0170529025167208, 0.9907788145526951, 0.987076460863329], constraints = [-1.0]
iteration = 1801 , objective = -0.173259088756, inputs = [1.0003002684092963, 1.0170529025167223, 0.9907788145526929, 0.9870764608633293], constraints = [-1.0]
iteration = 1802 , objective = -0.124718740523, inputs = [1.0008002684092963, 1.0170529025167223, 0.9907788145526929, 0.9870764608633293], constraints = [-1.0]
iteration = 1803 , objective = -0.0785569776755, inputs = [1.0003002684092963, 1.0175529025167223, 0.9907788145526929, 0.9870764608633293], constraints = [-1.0]
iteration = 1804 , objective = -0.725262639433, inputs = [1.0003002684092963, 1.0170529025167223, 0.9912788145526928, 0.9870764608633293], constraints = [-1.0]
iteration = 1805 , objective = -0.724492259319, inputs = [1.0003002684092963, 1.0170529025167223, 0.9907788145526929, 0.9875764608633293], constraints = [-1.0]
iteration = 1806 , objective = -0.173259088756, inputs = [1.0003002684092963, 1.0170529025167223, 0.9907788145526929, 0.9870764608633293], constraints = [-1.0]
iteration = 1807 , objective = -0.124718740523, inputs = [1.0008002684092963, 1.0170529025167223, 0.9907788145526929, 0.9870764608633293], constraints = [-1.0]
iteration = 1808 , objective = -0.0785569776755, inputs = [1.0003002684092963, 1.0175529025167223, 0.9907788145526929, 0.9870764608633293], constraints = [-1.0]
iteration = 1809 , objective = -0.725262639433, inputs = [1.0003002684092963, 1.0170529025167223, 0.9912788145526928, 0.9870764608633293], constraints = [-1.0]
iteration = 1810 , objective = -0.724492259319, inputs = [1.0003002684092963, 1.0170529025167223, 0.9907788145526929, 0.9875764608633293], constraints = [-1.0]
iteration = 1811 , objective = -0.173259088756, inputs = [1.0003002684092963, 1.0170529025167223, 0.9907788145526929, 0.9870764608633293], constraints = [-1.0]
iteration = 1812 , objective = -0.124718740523, inputs = [1.0008002684092963, 1.0170529025167223, 0.9907788145526929, 0.9870764608633293], constraints = [-1.0]
iteration = 1813 , objective = -0.0785569776755, inputs = [1.0003002684092963, 1.0175529025167223, 0.9907788145526929, 0.9870764608633293], constraints = [-1.0]
iteration = 1814 , objective = -0.725262639433, inputs = [1.0003002684092963, 1.0170529025167223, 0.9912788145526928, 0.9870764608633293], constraints = [-1.0]
iteration = 1815 , objective = -0.724492259319, inputs = [1.0003002684092963, 1.0170529025167223, 0.9907788145526929, 0.9875764608633293], constraints = [-1.0]
iteration = 1816 , objective = -0.0785292798155, inputs = [1.0002887493714265, 1.0170424287633182, 0.9907927702993204, 0.9870738599806297], constraints = [-1.0]
iteration = 1817 , objective = -0.0785309014423, inputs = [1.0002991165055093, 1.0170518551413819, 0.9907802101273555, 0.9870762007750594], constraints = [-1.0]
iteration = 1818 , objective = -0.725929759776, inputs = [1.0003001532189175, 1.0170527977791883, 0.9907789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1819 , objective = -0.719879563835, inputs = [1.0008001532189175, 1.0170527977791883, 0.9907789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1820 , objective = -0.078556959654, inputs = [1.0003001532189175, 1.0175527977791883, 0.9907789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1821 , objective = -0.0785310636059, inputs = [1.0003001532189175, 1.0170527977791883, 0.9912789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1822 , objective = -0.307013364926, inputs = [1.0003001532189175, 1.0170527977791883, 0.9907789541101591, 0.9875764348545024], constraints = [-1.0]
iteration = 1823 , objective = -0.725929759776, inputs = [1.0003001532189175, 1.0170527977791883, 0.9907789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1824 , objective = -0.719879563835, inputs = [1.0008001532189175, 1.0170527977791883, 0.9907789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1825 , objective = -0.078556959654, inputs = [1.0003001532189175, 1.0175527977791883, 0.9907789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1826 , objective = -0.0785310636059, inputs = [1.0003001532189175, 1.0170527977791883, 0.9912789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1827 , objective = -0.307013364926, inputs = [1.0003001532189175, 1.0170527977791883, 0.9907789541101591, 0.9875764348545024], constraints = [-1.0]
iteration = 1828 , objective = -0.725929759776, inputs = [1.0003001532189175, 1.0170527977791883, 0.9907789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1829 , objective = -0.719879563835, inputs = [1.0008001532189175, 1.0170527977791883, 0.9907789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1830 , objective = -0.078556959654, inputs = [1.0003001532189175, 1.0175527977791883, 0.9907789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1831 , objective = -0.0785310636059, inputs = [1.0003001532189175, 1.0170527977791883, 0.9912789541101591, 0.9870764348545025], constraints = [-1.0]
iteration = 1832 , objective = -0.307013364926, inputs = [1.0003001532189175, 1.0170527977791883, 0.9907789541101591, 0.9875764348545024], constraints = [-1.0]
iteration = 1833 , objective = -0.0785310658193, inputs = [1.0003001673688527, 1.0170528106451007, 0.9907789369669817, 0.9870764380494153], constraints = [-1.0]
iteration = 1834 , objective = -0.0822303238324, inputs = [1.000300154633911, 1.0170527990657796, 0.9907789523958415, 0.9870764351739938], constraints = [-1.0]
iteration = 1835 , objective = -0.0785310636281, inputs = [1.0003001533604168, 1.0170527979078474, 0.9907789539387274, 0.9870764348864516], constraints = [-1.0]
iteration = 1836 , objective = -0.141194552828, inputs = [1.0003001532330675, 1.0170527977920543, 0.9907789540930161, 0.9870764348576972], constraints = [-1.0]
iteration = 1837 , objective = -0.72627722737, inputs = [1.0003001532203326, 1.0170527977804749, 0.9907789541084449, 0.987076434854822], constraints = [-1.0]
iteration = 1838 , objective = -0.0785832389872, inputs = [1.0008001532203326, 1.0170527977804749, 0.9907789541084449, 0.987076434854822], constraints = [-1.0]
iteration = 1839 , objective = -0.713593051799, inputs = [1.0003001532203326, 1.0175527977804748, 0.9907789541084449, 0.987076434854822], constraints = [-1.0]
iteration = 1840 , objective = -0.0785310636062, inputs = [1.0003001532203326, 1.0170527977804749, 0.9912789541084448, 0.987076434854822], constraints = [-1.0]
iteration = 1841 , objective = -0.0785420769132, inputs = [1.0003001532203326, 1.0170527977804749, 0.9907789541084449, 0.9875764348548219], constraints = [-1.0]
iteration = 1842 , objective = -0.72627722737, inputs = [1.0003001532203326, 1.0170527977804749, 0.9907789541084449, 0.987076434854822], constraints = [-1.0]
iteration = 1843 , objective = -0.0785832389872, inputs = [1.0008001532203326, 1.0170527977804749, 0.9907789541084449, 0.987076434854822], constraints = [-1.0]
iteration = 1844 , objective = -0.713593051799, inputs = [1.0003001532203326, 1.0175527977804748, 0.9907789541084449, 0.987076434854822], constraints = [-1.0]
iteration = 1845 , objective = -0.0785310636062, inputs = [1.0003001532203326, 1.0170527977804749, 0.9912789541084448, 0.987076434854822], constraints = [-1.0]
iteration = 1846 , objective = -0.0785420769132, inputs = [1.0003001532203326, 1.0170527977804749, 0.9907789541084449, 0.9875764348548219], constraints = [-1.0]
iteration = 1847 , objective = -0.72627722737, inputs = [1.0003001532203326, 1.0170527977804749, 0.9907789541084449, 0.987076434854822], constraints = [-1.0]
iteration = 1848 , objective = -0.0785832389872, inputs = [1.0008001532203326, 1.0170527977804749, 0.9907789541084449, 0.987076434854822], constraints = [-1.0]
iteration = 1849 , objective = -0.713593051799, inputs = [1.0003001532203326, 1.0175527977804748, 0.9907789541084449, 0.987076434854822], constraints = [-1.0]
iteration = 1850 , objective = -0.0785310636062, inputs = [1.0003001532203326, 1.0170527977804749, 0.9912789541084448, 0.987076434854822], constraints = [-1.0]
iteration = 1851 , objective = -0.0785420769132, inputs = [1.0003001532203326, 1.0170527977804749, 0.9907789541084449, 0.9875764348548219], constraints = [-1.0]
iteration = 1852 , objective = -0.0785310636061, inputs = [1.0003001532200795, 1.0170527977802446, 0.9907789541087516, 0.9870764348547648], constraints = [-1.0]
iteration = 1853 , objective = -0.734178719598, inputs = [1.0003001532203073, 1.0170527977804518, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1854 , objective = -0.0820857500724, inputs = [1.0008001532203072, 1.0170527977804518, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1855 , objective = -0.0785569596542, inputs = [1.0003001532203073, 1.0175527977804517, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1856 , objective = -0.0785310636062, inputs = [1.0003001532203073, 1.0170527977804518, 0.9912789541084754, 0.9870764348548162], constraints = [-1.0]
iteration = 1857 , objective = -0.0785420769132, inputs = [1.0003001532203073, 1.0170527977804518, 0.9907789541084755, 0.9875764348548162], constraints = [-1.0]
iteration = 1858 , objective = -0.734178719598, inputs = [1.0003001532203073, 1.0170527977804518, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1859 , objective = -0.0820857500724, inputs = [1.0008001532203072, 1.0170527977804518, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1860 , objective = -0.0785569596542, inputs = [1.0003001532203073, 1.0175527977804517, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1861 , objective = -0.0785310636062, inputs = [1.0003001532203073, 1.0170527977804518, 0.9912789541084754, 0.9870764348548162], constraints = [-1.0]
iteration = 1862 , objective = -0.0785420769132, inputs = [1.0003001532203073, 1.0170527977804518, 0.9907789541084755, 0.9875764348548162], constraints = [-1.0]
iteration = 1863 , objective = -0.734178719598, inputs = [1.0003001532203073, 1.0170527977804518, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1864 , objective = -0.0820857500724, inputs = [1.0008001532203072, 1.0170527977804518, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1865 , objective = -0.0785569596542, inputs = [1.0003001532203073, 1.0175527977804517, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1866 , objective = -0.0785310636062, inputs = [1.0003001532203073, 1.0170527977804518, 0.9912789541084754, 0.9870764348548162], constraints = [-1.0]
iteration = 1867 , objective = -0.0785420769132, inputs = [1.0003001532203073, 1.0170527977804518, 0.9907789541084755, 0.9875764348548162], constraints = [-1.0]
iteration = 1868 , objective = -0.718153411634, inputs = [1.0003001531834, 1.017052797746888, 0.9907789541531918, 0.9870764348464814], constraints = [-1.0]
iteration = 1869 , objective = -0.725958591979, inputs = [1.0003001532166165, 1.0170527977770953, 0.9907789541129471, 0.9870764348539828], constraints = [-1.0]
iteration = 1870 , objective = -0.0785310636061, inputs = [1.0003001532199383, 1.017052797780116, 0.9907789541089228, 0.9870764348547328], constraints = [-1.0]
iteration = 1871 , objective = -0.721439048861, inputs = [1.0003001532202704, 1.0170527977804182, 0.9907789541085203, 0.9870764348548079], constraints = [-1.0]
iteration = 1872 , objective = -0.726466796167, inputs = [1.0003001532203035, 1.0170527977804484, 0.9907789541084799, 0.9870764348548153], constraints = [-1.0]
iteration = 1873 , objective = -0.0785310636061, inputs = [1.0003001532203069, 1.0170527977804513, 0.9907789541084759, 0.9870764348548161], constraints = [-1.0]
iteration = 1874 , objective = -0.734178719598, inputs = [1.0003001532203073, 1.0170527977804518, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1875 , objective = -0.0820857500724, inputs = [1.0008001532203072, 1.0170527977804518, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1876 , objective = -0.0785569596542, inputs = [1.0003001532203073, 1.0175527977804517, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1877 , objective = -0.0785310636062, inputs = [1.0003001532203073, 1.0170527977804518, 0.9912789541084754, 0.9870764348548162], constraints = [-1.0]
iteration = 1878 , objective = -0.0785420769132, inputs = [1.0003001532203073, 1.0170527977804518, 0.9907789541084755, 0.9875764348548162], constraints = [-1.0]
iteration = 1879 , objective = -0.734178719598, inputs = [1.0003001532203073, 1.0170527977804518, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1880 , objective = -0.0820857500724, inputs = [1.0008001532203072, 1.0170527977804518, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1881 , objective = -0.0785569596542, inputs = [1.0003001532203073, 1.0175527977804517, 0.9907789541084755, 0.9870764348548162], constraints = [-1.0]
iteration = 1882 , objective = -0.0785310636062, inputs = [1.0003001532203073, 1.0170527977804518, 0.9912789541084754, 0.9870764348548162], constraints = [-1.0]
iteration = 1883 , objective = -0.0785420769132, inputs = [1.0003001532203073, 1.0170527977804518, 0.9907789541084755, 0.9875764348548162], constraints = [-1.0]
