iteration = 1 , objective = 0.000277777777778, inputs = [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], constraints = [-0.91973753179722251, 2.0, 1.0, 2.0, 1.0, 0.0, 31215.771029066946, 27869.938522970733, 77693.81834956992, 1.0]
iteration = 176 , objective = 0.000277825935248, inputs = [1.013683650286221, 1.0195658818828086, 0.9668237371414635, 1.0001733668929418, 1.0005, 1.0, 0.9999927442627609, 0.9999921927934798, 0.9999921927934801], constraints = [-1.0124954635990766, 2.0, 1.0, 2.0, 1.0, 0.0, 30535.093240271632, 28640.149799703569, 80297.323305644139, 1.0]
iteration = 177 , objective = 0.000277825935248, inputs = [1.013683650286221, 1.0195658818828086, 0.9668237371414635, 1.0001733668929418, 1.0, 1.0005, 0.9999927442627609, 0.9999921927934798, 0.9999921927934801], constraints = [-1.0124954635990766, 2.0, 1.0, 2.0, 1.0, 0.0, 30535.093240271632, 28640.149799703569, 80297.323305644139, 1.0]
iteration = 178 , objective = 0.000277825935248, inputs = [1.013683650286221, 1.0195658818828086, 0.9668237371414635, 1.0001733668929418, 1.0, 1.0, 1.000492744262761, 0.9999921927934798, 0.9999921927934801], constraints = [-1.0124961517617856, 2.0, 1.0, 2.0, 1.0, 0.0, 30535.093240271632, 28640.149799703569, 80297.323305644139, 1.0]
iteration = 179 , objective = 0.000277825935248, inputs = [1.013683650286221, 1.0195658818828086, 0.9668237371414635, 1.0001733668929418, 1.0, 1.0, 0.9999927442627609, 1.0004921927934798, 0.9999921927934801], constraints = [-1.012496744158371, 2.0, 1.0, 2.0, 1.0, 0.0, 30535.093240271632, 28640.149799703569, 80297.323305644139, 1.0]
iteration = 180 , objective = 0.000277825935248, inputs = [1.013683650286221, 1.0195658818828086, 0.9668237371414635, 1.0001733668929418, 1.0, 1.0, 0.9999927442627609, 0.9999921927934798, 1.00049219279348], constraints = [-1.012496744158371, 2.0, 1.0, 2.0, 1.0, 0.0, 30535.093240271632, 28640.149799703569, 80297.323305644139, 1.0]
iteration = 181 , objective = 0.00231364175838, inputs = [1.0175023456491996, 1.0186598338585269, 0.9720267464018482, 8.329110330150865, 1.0, 1.0, 0.9498375496892131, 0.9066440407800114, 0.9066450335064822], constraints = [-0.4461811711528707, 2.0, 1.0, 2.0, 1.0, 0.0, 29408.204336814233, 23996.229581489963, 80527.912625034689, 1.0]
iteration = 182 , objective = 0.00137531376452, inputs = [1.0157422705390677, 1.0190774405080605, 0.9696286270897473, 4.9511295522617855, 1.0, 1.0, 0.9729545834459637, 0.9496691431562216, 0.9496696783250751], constraints = [-0.68992375640144021, 1.0, 1.0, 1.0, 1.0, 0.0, 30774.358138329946, 27896.331111834792, 40245.020096624961, 1.0]
iteration = 183 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404031622849486, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 184 , objective = 0.000811696015185, inputs = [1.0151850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.71183327807474617, 2.0, 1.0, 2.0, 1.0, 0.0, 30711.953303525421, 19070.77669080616, 80397.408134316182, 1.0]
iteration = 185 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0198282808554193, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.52476300742953885, 2.0, 1.0, 2.0, 1.0, 0.0, 19130.99589579177, 26583.703773482892, 80397.270895965077, 1.0]
iteration = 186 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9686881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.82244603313669395, 2.0, -1.0, 2.0, -1.0, 0.0, 30688.480550293865, 16552.288518917703, 80357.84475462728, 1.0]
iteration = 187 , objective = 0.000811834904074, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9226056546671755, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48400227343578117, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 188 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0005, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404031622849486, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 189 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0005, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404031622849486, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 190 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9873401017535188, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404084498451883, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 191 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9760126771068024, 0.9755129374382894], constraints = [-0.48404159475210384, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 192 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9760129374382894], constraints = [-0.48404159475210384, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 193 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404031622849486, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 194 , objective = 0.000811696015185, inputs = [1.0151850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.71183327807474617, 2.0, 1.0, 2.0, 1.0, 0.0, 30711.953303525421, 19070.77669080616, 80397.408134316182, 1.0]
iteration = 195 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0198282808554193, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.52476300742953885, 2.0, 1.0, 2.0, 1.0, 0.0, 19130.99589579177, 26583.703773482892, 80397.270895965077, 1.0]
iteration = 196 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9686881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.82244603313669395, 2.0, -1.0, 2.0, -1.0, 0.0, 30688.480550293865, 16552.288518917703, 80357.84475462728, 1.0]
iteration = 197 , objective = 0.000811834904074, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9226056546671755, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48400227343578117, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 198 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0005, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404031622849486, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 199 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0005, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404031622849486, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 200 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9873401017535188, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404084498451883, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 201 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9760126771068024, 0.9755129374382894], constraints = [-0.48404159475210384, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 202 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9760129374382894], constraints = [-0.48404159475210384, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 203 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404031622849486, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 204 , objective = 0.000811696015185, inputs = [1.0151850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.71183327807474617, 2.0, 1.0, 2.0, 1.0, 0.0, 30711.953303525421, 19070.77669080616, 80397.408134316182, 1.0]
iteration = 205 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0198282808554193, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.52476300742953885, 2.0, 1.0, 2.0, 1.0, 0.0, 19130.99589579177, 26583.703773482892, 80397.270895965077, 1.0]
iteration = 206 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9686881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.82244603313669395, 2.0, -1.0, 2.0, -1.0, 0.0, 30688.480550293865, 16552.288518917703, 80357.84475462728, 1.0]
iteration = 207 , objective = 0.000811834904074, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9226056546671755, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48400227343578117, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 208 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0005, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404031622849486, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 209 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0005, 0.9868401017535189, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404031622849486, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 210 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9873401017535188, 0.9755126771068025, 0.9755129374382894], constraints = [-0.48404084498451883, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 211 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9760126771068024, 0.9755129374382894], constraints = [-0.48404159475210384, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 212 , objective = 0.000811696015185, inputs = [1.0146850607161477, 1.0193282808554194, 0.9681881685100581, 2.9221056546671753, 1.0, 1.0, 0.9868401017535189, 0.9755126771068025, 0.9760129374382894], constraints = [-0.48404159475210384, 2.0, -1.0, 2.0, -1.0, 0.0, 25826.612898357336, 0.0, 80357.84475462728, 1.0]
iteration = 213 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020948859326794, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 214 , objective = 0.00081169582405, inputs = [1.0151850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.48384700462160873, -1.0, -1.0, -1.0, -1.0, 0.0, 30711.983918400219, 0.0, 51299.03593615206, 1.0]
iteration = 215 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0198282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.39458046477785591, 2.0, -1.0, 2.0, -1.0, 0.0, 14829.772283096376, 19900.870437956451, 80397.270896061891, 1.0]
iteration = 216 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968688168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.55716093114563048, -1.0, -1.0, -1.0, -1.0, 0.0, 30709.450674892934, 0.0, 51813.930852822908, 1.0]
iteration = 217 , objective = 0.000811834712939, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9226049665802467, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59017137677623654, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 218 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0005, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020948859326794, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 219 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0005, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020948859326794, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 220 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9873362482102805, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020980741498763, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 221 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9760033592885881, 0.9755036196200726], constraints = [-0.59021076758543989, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 222 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9760036196200724], constraints = [-0.59021076758543989, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 223 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020948859326794, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 224 , objective = 0.00081169582405, inputs = [1.0151850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.48384700462160873, -1.0, -1.0, -1.0, -1.0, 0.0, 30711.983918400219, 0.0, 51299.03593615206, 1.0]
iteration = 225 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0198282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.39458046477785591, 2.0, -1.0, 2.0, -1.0, 0.0, 14829.772283096376, 19900.870437956451, 80397.270896061891, 1.0]
iteration = 226 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968688168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.55716093114563048, -1.0, -1.0, -1.0, -1.0, 0.0, 30709.450674892934, 0.0, 51813.930852822908, 1.0]
iteration = 227 , objective = 0.000811834712939, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9226049665802467, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59017137677623654, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 228 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0005, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020948859326794, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 229 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0005, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020948859326794, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 230 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9873362482102805, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020980741498763, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 231 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9760033592885881, 0.9755036196200726], constraints = [-0.59021076758543989, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 232 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9760036196200724], constraints = [-0.59021076758543989, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 233 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020948859326794, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 234 , objective = 0.00081169582405, inputs = [1.0151850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.48384700462160873, -1.0, -1.0, -1.0, -1.0, 0.0, 30711.983918400219, 0.0, 51299.03593615206, 1.0]
iteration = 235 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0198282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.39458046477785591, 2.0, -1.0, 2.0, -1.0, 0.0, 14829.772283096376, 19900.870437956451, 80397.270896061891, 1.0]
iteration = 236 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968688168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.55716093114563048, -1.0, -1.0, -1.0, -1.0, 0.0, 30709.450674892934, 0.0, 51813.930852822908, 1.0]
iteration = 237 , objective = 0.000811834712939, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9226049665802467, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59017137677623654, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 238 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0005, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020948859326794, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 239 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0005, 0.9868362482102806, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020948859326794, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 240 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9873362482102805, 0.9755033592885882, 0.9755036196200726], constraints = [-0.59020980741498763, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 241 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9760033592885881, 0.9755036196200726], constraints = [-0.59021076758543989, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 242 , objective = 0.00081169582405, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665802465, 1.0, 1.0, 0.9868362482102806, 0.9755033592885882, 0.9760036196200724], constraints = [-0.59021076758543989, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 243 , objective = 0.000800862898839, inputs = [1.0146852938458542, 1.019328282652115, 0.9681880337793048, 2.8831064358212077, 1.0, 1.0, 0.7561388882438014, 0.41768278954007787, 0.41768368864074], constraints = [-0.52880481935559387, 2.0, -1.0, 2.0, -1.0, 0.0, 26335.462725782869, 14459.467631969184, 80357.863343099045, 1.0]
iteration = 244 , objective = 0.000810612531529, inputs = [1.0146850840299668, 1.0193282810353421, 0.9681881550373842, 2.9182051135043428, 1.0, 1.0, 0.9637665122136326, 0.9197213023137372, 0.9197216265221393], constraints = [-0.50910735963332743, 2.0, -1.0, 2.0, -1.0, 0.0, 20924.965315222031, 0.0, 80357.846613561574, 1.0]
iteration = 245 , objective = 0.000811587494798, inputs = [1.0146850630483781, 1.0193282808736648, 0.968188167163192, 2.921714981272656, 1.0, 1.0, 0.9845292746106158, 0.9699251535911031, 0.9699254203102792], constraints = [-0.53233117099995442, 2.0, -1.0, 2.0, -1.0, 0.0, 14792.478296571733, 14889.511391918144, 80357.844940607814, 1.0]
iteration = 246 , objective = 0.000811684991125, inputs = [1.0146850609502194, 1.019328280857497, 0.9681881683757728, 2.9220659680494876, 1.0, 1.0, 0.9866055508503141, 0.9749455387188397, 0.9749457996890932], constraints = [-0.52828207411462524, 2.0, -1.0, 2.0, -1.0, 0.0, 14789.320218718503, 16623.460188073012, 80357.844773312434, 1.0]
iteration = 247 , objective = 0.000811694740758, inputs = [1.0146850607404034, 1.0193282808558803, 0.9681881684970309, 2.9221010667271705, 1.0, 1.0, 0.986813178474284, 0.9754475772316135, 0.9754478376269745], constraints = [-0.40542896387877148, -1.0, -1.0, -1.0, -1.0, 0.0, 25829.955801489225, 0.0, 32235.89127601968, 1.0]
iteration = 248 , objective = 0.000811695715721, inputs = [1.0146850607194218, 1.0193282808557187, 0.9681881685091567, 2.9221045765949385, 1.0, 1.0, 0.9868339412366809, 0.9754977810828908, 0.9754980414207627], constraints = [-0.34315437294996298, -1.0, -1.0, -1.0, -1.0, 0.0, 20279.364272614617, 0.0, 29358.349946847167, 1.0]
iteration = 249 , objective = 0.000811695813217, inputs = [1.0146850607173237, 1.0193282808557025, 0.9681881685103693, 2.922104927581716, 1.0, 1.0, 0.9868360175129206, 0.9755028014680184, 0.9755030618001416], constraints = [-0.50247504194973025, 2.0, -1.0, 2.0, -1.0, 0.0, 25640.36342518005, 3410.9722924667026, 80357.844754742677, 1.0]
iteration = 250 , objective = 0.000811695822967, inputs = [1.0146850607171138, 1.019328280855701, 0.9681881685104906, 2.9221049626803937, 1.0, 1.0, 0.9868362251405446, 0.9755033035065314, 0.9755035638380793], constraints = [-0.51762839232525182, 2.0, -1.0, 2.0, -1.0, 0.0, 26137.369964494908, 14418.111935962443, 80357.844754725942, 1.0]
iteration = 251 , objective = 0.000811695823942, inputs = [1.0146850607170927, 1.0193282808557007, 0.9681881685105026, 2.922104966190261, 1.0, 1.0, 0.986836245903307, 0.9755033537103825, 0.9755036140418731], constraints = [-0.53803229675230979, 2.0, -1.0, 2.0, -1.0, 0.0, 14774.117464324947, 14676.792854241703, 80357.844754724254, 1.0]
iteration = 252 , objective = 0.000811695824039, inputs = [1.0146850607170907, 1.0193282808557007, 0.9681881685105039, 2.922104966541248, 1.0, 1.0, 0.9868362479795832, 0.9755033587307677, 0.9755036190622526], constraints = [-0.50836241496907608, 2.0, -1.0, 2.0, -1.0, 0.0, 26430.198666711971, 0.0, 80357.844754724094, 1.0]
iteration = 253 , objective = 0.000811695824049, inputs = [1.0146850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665763466, 1.0, 1.0, 0.9868362481872108, 0.9755033592328063, 0.9755036195642904], constraints = [-0.59020948859326516, -1.0, -1.0, -1.0, -1.0, 0.0, 14792.286281023467, 0.0, 80357.844754724079, 1.0]
iteration = 254 , objective = 0.000811695824049, inputs = [1.0151850607170905, 1.0193282808557007, 0.968188168510504, 2.9221049665763466, 1.0, 1.0, 0.9868362481872108, 0.9755033592328063, 0.9755036195642904], constraints = [-0.48384700462160324, -1.0, -1.0, -1.0, -1.0, 0.0, 30711.983918400219, 0.0, 51299.03593615206, 1.0]
